ip,asn,asn_description,country,network_name
57.23.236.184,NA,NA,CH,SITA_Sarl_CH_22_26
135.120.223.26,NA,NA,GB,UK-MICROSOFT-19960430
206.56.174.85,NA,NA,,CLECONET
194.137.227.111,1759,"TSF-IP-CORE Telia Finland Oyj, FI",FI,KWDOOR-NET
173.72.155.89,701,"UUNET, US",,VIS-BLOCK
158.14.27.214,721,"DNIC-ASBLK-00721-00726, US",,BRAGG-ISM
70.52.215.244,577,"BACOM, CA",,SYM20051019-CA
92.171.126.101,3215,"France Telecom - Orange, FR",FR,IP2000-ADSL-BAS
40.114.21.105,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",,MSFT
129.35.4.56,NA,NA,,KYN-GTS-129-35
25.46.120.238,NA,NA,GB,UK-MOD-19850128
209.220.163.32,2828,"XO-AS15, US",,XOXO-BLK-3
14.185.83.218,45899,"VNPT-AS-VN VNPT Corp, VN",VN,VNPT-VN
8.91.169.124,3356,"LEVEL3, US",,LVLT-ORG-8-8
182.53.60.129,23969,"TOT-NET TOT Public Company Limited, TH",TH,TOT-AP
60.5.70.90,4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,UNICOM-HE
200.197.34.132,16509,"AMAZON-02, US",US,A100-ROW-Inc
193.161.229.79,NA,NA,NO,SPAREBANK-MN
211.227.191.38,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
27.188.235.7,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-HE
210.221.54.44,9318,"SKB-AS SK Broadband Co Ltd, KR",KR,broadNnet-KR
2.28.204.197,12576,"EE Ltd, GB",GB,OHUK-BTW-20090119
67.175.10.196,7922,"COMCAST-7922, US",,ILLINOIS-19
27.227.208.29,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-GS
190.128.19.49,13489,"UNE EPM TELECOMUNICACIONES S.A., CO",,190.128.0.0 - 190.128.31.255
169.164.105.82,NA,NA,,CITICORP-B-BLK2
200.178.129.100,4230,"CLARO S.A., BR",BR,474078
88.105.119.83,16509,"AMAZON-02, US",,AMAZO-4
206.148.193.36,174,"COGENT-174, US",,COGENT-206-148
44.92.206.160,7377,"UCSD, US",,AMPRNET
173.135.127.202,NA,NA,,XX
147.104.104.126,1502,"DNIC-ASBLK-01500-01502, US",,PM-WIN-T-NET2
119.118.156.209,4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,UNICOM-LN
217.66.194.47,24631,"FANAPTELECOM-FCP, IR",IR,FANAPTELECOM-NETWORK
204.156.163.97,393731,"FVDC, US",,FVDC
146.208.5.155,NA,NA,,KEYSIGHT-TECHNOLOGIES-NETWORK
120.2.216.112,4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,UNICOM-HE
145.134.242.184,NA,NA,NL,SURFNET-BLOCKB130
4.185.145.43,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",,MSFT
182.22.109.209,23816,"YAHOO Yahoo Japan Corporation, JP",JP,YAHOO-NET
104.96.166.0,16625,"AKAMAI-AS, US",,AKAMAI
79.109.82.169,6739,"ONO-AS Cableuropa - ONO, ES",ES,ONO
166.243.57.69,NA,NA,,MCICS
192.202.63.128,749,"DNIC-AS-00749, US",,DNIC-RNET-192-202
202.28.119.137,9546,"SNAKER-AS-AP Ministry of University Affairs, TH",TH,UNINET-TH
218.171.26.144,3462,"HINET Data Communication Business Group, TW",TW,HINET-NET
210.55.151.123,4648,"SPARK-NZ Global-Gateway Internet, NZ",NZ,SPARKNZ
214.164.55.168,749,"DNIC-AS-00749, US",,DNIC-NET-214
38.26.3.35,174,"COGENT-174, US",,COGENT-A
39.31.174.2,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
120.210.86.105,9808,"CHINAMOBILE-CN China Mobile Communications Group Co., Ltd., CN",CN,CMNET
99.65.205.188,7018,"ATT-INTERNET4, US",,SBCIS-SBIS
144.148.49.39,NA,NA,,AMERITECH1
194.180.130.133,3209,"VODANET International IP-Backbone of Vodafone, DE",DE,TEEKANNE
220.85.163.137,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
38.49.113.71,174,"COGENT-174, US",,COGENT-A
150.250.249.102,33523,"ROWANUNIVERSITY, US",,GBORO-NET1
207.8.177.137,7029,"WINDSTREAM, US",,WINDSTREAM
181.141.124.32,13489,"UNE EPM TELECOMUNICACIONES S.A., CO",,181.136.0.0 - 181.143.255.255
209.42.16.24,NA,NA,IN,UK-WHGI-19970314
3.110.146.29,16509,"AMAZON-02, US",,AMAZON-BOM
166.115.106.250,NA,NA,,RFT-NET-166-115-0-0
206.46.87.71,701,"UUNET, US",,GTEN-206-46
140.130.123.230,1659,"ERX-TANET-ASN1 Taiwan Academic Network TANet Information Center, TW",TW,T-YCRC.EDU.TW-NET
220.7.244.82,NA,NA,JP,BBTECH
174.34.18.226,4581,"SOCKET, US",,SOCKET-BROADWAY-VILLAGE-1
136.81.158.35,NA,NA,,GOOGL-2
212.248.43.154,8359,"MTS, RU",RU,RU-MTU-980226
205.253.1.225,55836,"RELIANCEJIO-IN Reliance Jio Infocomm Limited, IN",IN,RELIANCEJIO-IN
93.160.165.165,3292,"TDC TDC AS, DK",DK,TDC-BREDBAANDS-TELEFONI
183.36.178.91,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-GD
186.33.240.178,52361,"ARSAT - Empresa Argentina de Soluciones Satelitales S.A., AR",,186.33.240.0 - 186.33.247.255
36.64.6.184,7713,"TELKOMNET-AS-AP PT Telekomunikasi Indonesia, ID",ID,TLKM_BB_SERVICE_36_68_DIVRE1
207.149.156.139,NA,NA,,PROJECT-DEMETER
60.57.202.85,17511,"OPTAGE OPTAGE Inc., JP",JP,OPTAGE
175.235.12.89,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
41.9.9.44,29975,"VODACOM-, ZA",ZA,
209.177.52.228,16509,"AMAZON-02, US",,AMAZO-4
76.32.206.47,20001,"TWC-20001-PACWEST, US",,RRPRI
54.113.30.138,16509,"AMAZON-02, US",,AMAZO-4
165.108.252.154,4713,"OCN NTT Communications Corporation, JP",JP,ITOCHUNET
213.13.74.77,3243,"MEO-RESIDENCIAL, PT",PT,MEO-BROADBAND
214.15.70.103,637,"DNIC-ASBLK-00616-00665, US",,DNIC-NET-214
174.240.33.29,22394,"CELLCO, US",,WIRELESSDATANETWORK
175.207.80.116,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
163.156.97.230,NA,NA,GB,AXA
212.100.66.100,20598,"CYBERSPACE-AS Autonomous System number for Cyber Space, IL",NG,
210.19.217.26,9930,"TTNET-MY TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Alam Selangor, Malaysia, MY",MY,TTDOTCOM-MY
47.57.205.16,45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",,ALIBABA CLOUD - HK
115.158.206.25,4538,"ERX-CERNET-BKB China Education and Research Network Center, CN",CN,WHR-CERNET
117.179.228.162,132525,"CMNET-HEILONGJIANG-CN HeiLongJiang Mobile Communication Company Limited, CN",CN,CMNET
216.104.239.68,3561,"CENTURYLINK-LEGACY-SAVVIS, US",,CENTURYLINK-LEGACY-SAVVIS-BLK22
18.82.81.219,16509,"AMAZON-02, US",,AT-88-Z
216.158.158.50,46450,"PILOT, US",,PILOT-US-8
141.0.187.149,30741,"DDO-AS, FR",FR,FR-DDO-20110621
148.48.216.244,NA,NA,,DNIC-SNET-148-010
43.42.216.121,NA,NA,CN,ALIBABA_CLOUD
167.79.174.167,NA,NA,,ASSURANT1
55.134.228.24,721,"DNIC-ASBLK-00721-00726, US",,CONUS-RCAS
160.102.112.184,11714,"NETWORK NEBRASKA, US",,CSCNET4
215.51.240.56,749,"DNIC-AS-00749, US",,DNIC-NET-215
202.243.64.2,59108,"KATCH-NET KATCH NETWORK INC., JP",JP,KATCH-NET
149.24.250.98,54624,"EL-FAIRFAX-VA, US",,ELLUCIAN-NET
12.21.30.168,7018,"ATT-INTERNET4, US",,ATT-EIPAM
209.90.78.26,5048,"FIBER, US",,FIBERNET-25
158.8.157.13,5180,"DNIC-ASBLK-05120-05376, US",,DFAS-COLUMBUS
154.122.196.162,12455,"JAMBONET, KE",KE,
198.110.207.15,237,"MERIT-AS-14, US",,MICH-57
140.223.88.172,701,"UUNET, US",,NSFNET-T3-RT
215.123.236.247,749,"DNIC-AS-00749, US",,DNIC-NET-215
165.163.244.91,NA,NA,,BAC-165-163-0-0-1
136.249.194.99,72,"SCHLUMBERGER-AS, US",,SLB-WESTERNGECO-GLOBAL-DP-MARINE-LAND-NET
7.219.1.72,749,"DNIC-AS-00749, US",,DISANET7
142.190.225.48,13760,"UNITI-FIBER, US",,UNITI-FIBER-142-190
216.37.235.4,3593,"FRONTIER-EPIX, US",,FRONTIER-COMMUNICATIONS-INC
96.88.75.237,7922,"COMCAST-7922, US",,DENVER-CCCS-27
5.158.232.108,34892,"INFOLINK-AS PJSC Rostelecom. Technical Team, RU",RU,rostelecom_net
195.159.253.174,2116,"GLOBALCONNECT-, NO",NO,SAMLAGETNO-NET
39.104.34.214,37963,"ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd., CN",CN,ALISOFT
149.31.21.29,27616,"AS-NEWSCHOOL, US",,NEWSCHOOL-NET
155.0.161.155,37532,"ZAMREN, ZM",ZM,ORG-ZRaE1-AFRINIC
15.144.146.143,16509,"AMAZON-02, US",,AT-88-Z
220.52.46.42,NA,NA,JP,BBTECH
218.130.220.52,17676,"GIGAINFRA SoftBank Corp., JP",JP,BBTECH
162.139.152.205,NA,NA,,PCP
25.223.49.238,NA,NA,GB,UK-MOD-19850128
24.60.117.82,7922,"COMCAST-7922, US",,NEW-ENGLAND-4
173.137.114.51,NA,NA,,XX
151.86.170.114,8217,"ASN-ENI, IT",IT,ENI
193.153.44.240,3352,"TELEFONICA_DE_ESPANA, ES",ES,RIMA
23.39.67.181,6762,"SEABONE-NET TELECOM ITALIA SPARKLE S.p.A., IT",,AIBV
182.69.21.45,24560,"AIRTELBROADBAND-AS-AP Bharti Airtel Ltd., Telemedia Services, IN",IN,ABTS-DSL-DEL
192.174.241.130,2907,"SINET-AS Research Organization of Information and Systems, National Institute of Informatics, JP",JP,SINET-CIDR-BLK-JP
198.163.149.200,16796,"MERLIN-NET, CA",,RRC-WPG2
204.186.95.218,3737,"AS-PTD, US",,WEBPTDNET
121.175.51.247,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
120.139.8.244,NA,NA,MY,TTSSB-MY
97.198.0.253,22394,"CELLCO, US",,WIRELESSDATANETWORK
107.226.70.101,NA,NA,,ATT-MOBILITY-LLC
184.83.139.173,11232,"MIDCO-NET, US",,NET-184-83-0-0-16
75.95.103.184,NA,NA,,SPRINT-75-95-0-0
125.141.201.232,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
197.211.106.93,37187,"SKYBAND, MW",MW,
217.74.144.43,3308,"TELIANET-DENMARK, SE",DK,DK-TELIANET-20220111
217.198.109.118,NA,NA,GB,Customer-Allocation-28074
215.12.178.168,749,"DNIC-AS-00749, US",,DNIC-NET-215
147.176.253.101,14398,"AUTODESK, US",JP,AUTODESKLTDJAPAN-JP
214.147.235.135,749,"DNIC-AS-00749, US",,DNIC-NET-214
179.147.187.178,26599,"TELEFONICA BRASIL S.A, BR",BR,341027
183.119.182.5,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
149.190.39.22,16509,"AMAZON-02, US",,AMAZO-4
181.127.29.27,23201,"Telecel S.A., PY",,181.124.0.0 - 181.127.255.255
192.204.155.172,2914,"NTT-DATA-2914, US",,NTTA-192-204
111.198.1.74,4808,"CHINA169-BJ China Unicom Beijing Province Network, CN",CN,UNICOM-BJ
211.217.35.194,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
206.208.55.191,NA,NA,,FLEXCELL
147.131.111.232,721,"DNIC-ASBLK-00721-00726, US",,STEWART-NET2
210.221.7.215,9318,"SKB-AS SK Broadband Co Ltd, KR",KR,broadNnet-KR
32.130.191.38,7018,"ATT-INTERNET4, US",,ATT-32-0-0-0-A
218.213.48.64,9293,"HKNET-VIPNET NTT Com Asia Limited, HK",HK,HKNET-HK
118.177.64.112,9595,"XEPHION NTT-ME Corporation, JP",JP,NTTEAST-NGN-CIDR-BLK-JP
215.124.15.94,749,"DNIC-AS-00749, US",,DNIC-NET-215
82.39.146.130,5089,"NTL, GB",GB,UK-NTLI-20030131
11.81.234.17,749,"DNIC-AS-00749, US",,DODIIS
130.197.103.35,NA,NA,,CECO-NET
173.216.219.220,19108,"SUDDENLINK-COMMUNICATIONS, US",,SUDDE
17.13.80.29,714,"APPLE-ENGINEERING, US",,APPLE-WWNET
155.50.255.8,16509,"AMAZON-02, US",,AMAZO-4
184.76.215.66,NA,NA,,XX
146.144.144.167,NA,NA,AU,DOHAHSV
26.72.227.85,749,"DNIC-AS-00749, US",,DISANET26
207.63.151.16,6325,"ILLINOIS-CENTURY, US",,ICN5
214.183.165.26,749,"DNIC-AS-00749, US",,DNIC-NET-214
108.37.238.112,3371,"MCI-ASN, US",,VIS-BLOCK
107.236.116.192,NA,NA,,ATT-MOBILITY-LLC
168.229.170.145,NA,NA,,BERGENNET
139.99.90.11,16276,"OVH, FR",,VPS-SGP2
171.209.199.186,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-SC
1.187.171.46,NA,NA,IN,ICL-DEL-NET-IN
51.158.101.34,12876,"Online SAS, FR",FR,ONLINENET_DEDICATED_SERVERS
117.207.127.133,9829,"BSNL-NIB National Internet Backbone, IN",IN,BB-Multiplay
137.220.220.11,152194,"CTGSERVERLIMITED-AS-AP CTG Server Limited, HK",JP,CTG220-192-JP
152.75.154.192,4185,"ATTIS-ASN4185, US",,USAGM
80.209.252.245,204196,"ABELOHOST, NL",NL,NL-ABELOHOST-20181013-1
189.66.206.100,26615,"TIM SA, BR",BR,102036
198.246.66.91,3549,"LVLT-3549, US",,DOI-HQ
105.210.114.50,16637,"MTNNS-AS, ZA",ZA,ORG-VSA1-AFRINIC
38.246.192.27,393559,"WEBBING-USA, US",,COGENT-A
212.167.100.54,16509,"AMAZON-02, US",DE,US-A100ROW-19990506
212.47.232.11,12876,"Online SAS, FR",FR,SCALEWAY-PAR1
173.233.44.247,398119,"DORDT-UNIVERSITY, US",,PREMI-63-DORDT-13
158.27.66.23,NA,NA,,NETXOM-158-27-0-0
192.238.145.231,18978,"ENZUINC-, US",,FEDERAL-ONLINE-144
38.81.99.216,174,"COGENT-174, US",,COGENT-A
165.40.228.136,NA,NA,,BAC-165-32-0-0-1
109.146.55.230,2856,"BT-UK-AS BTnet UK Regional network, GB",GB,BT-Central-Plus
128.37.62.250,27064,"DNIC-ASBLK-27032-27159, US",,YUMA-SE
220.180.200.93,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-AH
161.241.184.212,NA,NA,,GW-LOREAL
219.56.178.28,17676,"GIGAINFRA SoftBank Corp., JP",JP,BBTECH
176.38.94.17,39608,"LANETUA-AS, UA",UA,LANET-REGIONS-NET
26.172.96.127,749,"DNIC-AS-00749, US",,DISANET26
184.104.229.31,6939,"HURRICANE, US",,HURRICANE-11
74.73.221.29,12271,"TWC-12271-NYC, US",,RRNY
16.186.193.231,16509,"AMAZON-02, US",,AMAZO-4
167.165.78.180,394534,"CITYOFCHICAGO-ASN-01, US",,CHICAGO
52.85.165.184,16509,"AMAZON-02, US",,AMAZO-CF
132.2.6.235,56,"DNIC-AS-00056, US",,NET-AFRC-132-2
211.253.168.250,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
208.158.16.181,3561,"CENTURYLINK-LEGACY-SAVVIS, US",,CENTURYLINK-LEGACY-SAVVIS-BLK75
213.119.6.140,6848,"TELENET-AS, BE",BE,TELENET
109.138.5.205,5432,"PROXIMUS-ISP-AS, BE",BE,BE-BELGACOM-20090727
144.192.170.232,749,"DNIC-AS-00749, US",,DNIC-RNET-144-192
210.210.138.218,4787,"ASN-CBN PT Cyberindo Aditama, ID",ID,CBN-IPv4-APJII-ID-NETBLOCK
94.138.95.195,39642,"NORLYS-FIBERNET, DK",DK,dk-aabenraa-kom
166.187.89.107,20057,"ATT-MOBILITY-LLC-AS20057, US",,AEL-360
126.50.48.131,17676,"GIGAINFRA SoftBank Corp., JP",JP,BBTEC
207.171.215.168,40020,"FARMERS-TELECOMMUNICATIONS-COOPERATIVE-INC, US",,NNS-FTC
211.207.68.49,9318,"SKB-AS SK Broadband Co Ltd, KR",KR,broadNnet-KR
99.123.233.104,7018,"ATT-INTERNET4, US",,SBCIS-SBIS
170.205.229.56,216134,"ZF-FRIEDRICHSHAFEN-AG, DE",DE,DE-ZFFRIEDRICHSHAFEN-19941201
159.168.232.132,28686,"AVENIQ-AS, CH",CH,AVENIQAG
208.113.29.159,21570,"ACI-1, CA",,NETBLK-ACCEL-2
59.138.19.71,2516,"KDDI KDDI CORPORATION, JP",JP,KDDI-NET
15.2.180.243,NA,NA,,HP-INTERNET
208.219.127.120,701,"UUNET, US",,UUNET1996B
74.75.71.27,11351,"TWC-11351-NORTHEAST, US",,RRNY
129.111.3.105,26971,"-Reserved AS-, ZZ",,UTHSCSA
97.89.79.50,20115,"CHARTER-20115, US",,KNG-TN-97-89-64
164.208.57.98,749,"DNIC-AS-00749, US",,TASDAC-B2
219.169.168.2,NA,NA,JP,BBTECH
175.240.210.254,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
212.151.243.135,1257,"TELE2, EU",SE,EU-TELE2
187.129.211.102,NA,NA,,187.128.0.0 - 187.143.255.255
202.44.56.194,17541,"PACCESS-AS Professional Access, AU",IN,PACCESS
222.63.188.132,NA,NA,CN,CTTNET
183.97.127.170,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
153.8.122.55,NA,NA,,DISNEYLAND
217.108.11.94,3215,"France Telecom - Orange, FR",FR,FR-NATIONS-UNIES-ENVIRONNEMENT
92.133.221.36,3215,"France Telecom - Orange, FR",FR,IP2000-ADSL-BAS
132.205.255.146,376,"RISQ-AS, CA",,CONCORDIA
160.111.56.211,25829,"SMITHSONIAN, US",,SI
60.234.92.193,140220,"SKYTELEVISION-AS-AP Sky Network Television Ltd, NZ",NZ,SKYTELEVISION-NZ
122.253.29.108,2510,"INFOWEB FUJITSU LIMITED, JP",JP,NIFCLOUD-SRV
140.71.169.4,749,"DNIC-AS-00749, US",,DNIC-RNET-140-071
122.57.252.58,NA,NA,NZ,SPARKNZ
204.18.53.226,197207,"MCCI-AS, IR",IR,IR-MCI-19941004
93.41.205.170,12874,"FASTWEB, IT",IT,FASTWEB-AVV_DANIELA_CARLESSO
188.189.8.67,6848,"TELENET-AS, BE",BE,KPNG-BE-IP-NET2
197.133.169.132,24835,"RAYA-AS, EG",EG,
174.162.180.205,7922,"COMCAST-7922, US",,UTAH-CPE-38
193.71.158.123,2116,"GLOBALCONNECT-, NO",NO,NO-GLOBALCONNECT-19930901
199.149.184.111,4155,"USDA-1, US",,USDA-CBLK
8.73.137.183,3356,"LEVEL3, US",,LVLT-ORG-8-8
117.5.12.165,7552,"VIETEL-AS-AP Viettel Group, VN",VN,VIETTEL-VN
183.228.56.142,9808,"CHINAMOBILE-CN China Mobile Communications Group Co., Ltd., CN",CN,CMNET
8.64.196.85,3356,"LEVEL3, US",,LVLT-ORG-8-8
205.203.65.39,13567,"KMB1, US",,KIMBERLYCLARK
25.50.22.3,NA,NA,GB,UK-MOD-19850128
196.237.7.95,37492,"ORANGE-, TN",TN,
164.87.248.77,27046,"DNIC-ASBLK-27032-27159, US",,NEWCUMBERLAND
166.32.178.34,3371,"MCI-ASN, US",,MCI-NETCS3
136.237.182.92,NA,NA,,SJM
74.33.145.58,7011,"FRONTIER-AND-CITIZENS, US",,FRONTIER-COMMUNICATIONS
221.207.22.68,4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,UNICOM-QH
185.73.147.206,NA,NA,HR,HR-TELEMACH-20180124
177.30.34.181,26615,"TIM SA, BR",BR,156628
159.87.143.179,30449,"AZSTATE, US",,AZSTATE
183.97.37.148,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
189.245.244.120,8151,"UNINET, MX",,189.245.0.0 - 189.245.255.255
101.44.201.10,136907,"HWCLOUDS-AS-AP HUAWEI CLOUDS, HK",BR,Huawei-Cloud-BR
179.162.94.62,18881,"TELEFONICA BRASIL S.A, BR",BR,314882
179.228.217.178,27699,"TELEFONICA BRASIL S.A, BR",BR,194140
187.118.173.241,26599,"TELEFONICA BRASIL S.A, BR",BR,341042
15.59.46.8,NA,NA,,HP-INTERNET
207.202.113.221,7270,"NET2PHONE, US",,IDT-IOS-112-FWI
56.164.167.172,16509,"AMAZON-02, US",,AMAZO-4
141.64.130.0,680,"DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V., DE",DE,BHT-NET
125.40.122.100,4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,UNICOM-HA
124.137.208.138,18302,"SKG_NW-AS-KR SK Telecom, KR",KR,broadNnet-KR
216.142.174.107,3356,"LEVEL3, US",,BRW-12715-MORTGAGEINS
133.251.165.220,NA,NA,JP,JPNIC-NET-JP-ERX
37.182.142.89,30722,"VODAFONE-IT-ASN, IT",IT,VODAFONE-IT-45
129.173.58.109,8111,"DALUNIV, CA",,DALNET
188.231.9.212,44407,"ASN-LINKT, FR",FR,Linkt-VH-9225-FL
134.209.41.196,14061,"DIGITALOCEAN-ASN, US",,DIGITALOCEAN-134-209-0-0
41.15.0.218,29975,"VODACOM-, ZA",ZA,
162.108.179.39,13325,"STOMI, US",,MICHTRANS-OUT
39.31.158.154,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
185.98.80.191,49063,"DTLN, RU",RU,DTLN-Customer-TMX
97.80.251.217,20115,"CHARTER-20115, US",,SFF-VA-97-80-240
188.48.50.55,25019,"SAUDINETSTC-AS, SA",SA,SAUDINET_DSL_POOL
121.201.112.102,58543,"CHINATELECOM-GUANGDONG-IDC Guangdong, CN",CN,RJNET
198.124.141.230,291,"ESNET-EAST, US",,ESNET-CIDR-A
60.49.11.81,4788,"TTSSB-MY TM TECHNOLOGY SERVICES SDN. BHD., MY",MY,ADSL-STREAMYX
87.244.129.81,21310,"ASN-SATELLITE ISP Satellite, UA",UA,SATELLITE-CUSTOMER-NET1
161.130.152.159,26934,"UNIVERSITY-OF-MISSOURI---COLUMBIA, US",,MUHSCNET
123.57.66.84,37963,"ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd., CN",CN,ALISOFT
189.186.184.176,8151,"UNINET, MX",,189.186.184.0 - 189.186.184.255
142.206.13.24,2665,"CDAGOVN, CA",,SSC-299-Z
102.218.197.221,328073,"Ion-Telecom-AS, LY",LY,ORG-ITAT1-AFRINIC
144.99.243.161,367,"DNIC-ASBLK-00306-00371, US",,CARLISLE
158.221.22.119,16509,"AMAZON-02, US",,AT-88-Z
122.176.5.116,24560,"AIRTELBROADBAND-AS-AP Bharti Airtel Ltd., Telemedia Services, IN",IN,BNLD-209392-NewDelhi
194.247.109.16,702,"UUNET, US",NL,PWZNL
18.114.172.3,16509,"AMAZON-02, US",,AT-88-Z
170.26.60.58,16509,"AMAZON-02, US",,AMAZO-4
145.72.204.16,NA,NA,NL,RABO-IPNET
218.236.35.244,9318,"SKB-AS SK Broadband Co Ltd, KR",KR,broadNnet-KR
49.88.116.90,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-JS
32.0.136.80,7018,"ATT-INTERNET4, US",,ATT-32-0-0-0-A
199.203.166.6,1680,"NV-ASN CELLCOM ltd., IL",IL,IL-NETVISION-19940322
194.247.140.119,6694,"RTSNET-AS, RU",RU,RU-RTS-960311
201.199.191.164,11830,"Instituto Costarricense de Electricidad y Telecom., CR",,201.199.160.0 - 201.199.191.255
166.143.196.149,6167,"CELLCO-PART, US",,MCICS
210.230.179.16,2516,"KDDI KDDI CORPORATION, JP",JP,KDDI-NET
45.177.106.95,268980,"NOXY COMUNICACAO E TELECOMUNICACAO LTDA., BR",BR,359766
203.90.207.196,17968,"DQTNET Daqing zhongji petroleum telecommunication construction limited cpmpany, CN",CN,DQTNET
223.68.19.69,56046,"CMNET-JIANGSU-AP China Mobile communications corporation, CN",CN,CMNET
222.24.163.170,4538,"ERX-CERNET-BKB China Education and Research Network Center, CN",CN,XAR-CERNET
196.153.64.226,36935,"Vodafone-, EG",EG,
221.144.183.40,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
14.214.153.25,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-GD
193.153.167.103,3352,"TELEFONICA_DE_ESPANA, ES",ES,RIMA
209.134.29.173,8082,"WORLDSITE, US",,WORLDSITE-SAYFA
179.177.163.179,18881,"TELEFONICA BRASIL S.A, BR",BR,197877
104.142.166.8,33353,"SBS, US",,SBS-V4-3
223.59.92.217,9644,"SKTELECOM-NET-AS SK Telecom, KR",KR,SK-TELECOM-NET-KR
207.71.238.203,4927,"IMPU, US",,IMPU
176.38.129.100,39608,"LANETUA-AS, UA",UA,LANET-REGIONS-NET
20.202.130.170,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",,MSFT
177.89.228.50,28220,"Alares Cabo Servicos de Telecomunicacoes S.A., BR",BR,229657
140.62.227.58,749,"DNIC-AS-00749, US",,SUM-HUACHUCA-5
111.127.45.50,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-NM
132.135.136.230,306,"DNIC-ASBLK-00306-00371, US",,ARNG-NG-CONC6
89.211.194.228,42298,"GCC-MPLS-PEERING GCC MPLS peering, QA",qa,QTEL-ADSL-POOL
166.134.188.239,20057,"ATT-MOBILITY-LLC-AS20057, US",,AEL-360
108.230.130.128,7018,"ATT-INTERNET4, US",,SBCIS-SBIS
206.226.205.107,NA,NA,,NET-206-226-128-0-1
219.161.124.28,4713,"OCN NTT Communications Corporation, JP",JP,OCN
191.253.51.98,272539,"ENEVE TELECOMUNICACOES LTDA, BR",BR,451914
109.154.124.129,2856,"BT-UK-AS BTnet UK Regional network, GB",GB,BT-Central-Plus
171.146.206.27,NA,NA,,BAC-171-128-0-0-1
110.2.223.220,7522,"STCN STNet, Incorporated, JP",JP,PIKARA
76.195.232.113,7018,"ATT-INTERNET4, US",,SBCIS-SBIS-6BLK
133.189.123.49,NA,NA,JP,JPNIC-NET-JP-ERX
3.202.73.59,16509,"AMAZON-02, US",,AT-88-Z
165.34.50.141,NA,NA,,BAC-165-32-0-0-1
211.143.97.100,24547,"CMNET-V4HEBEI-AS-AP Hebei Mobile Communication Company Limited, CN",CN,CMNET-hebei
216.229.12.10,7806,"ASN7806, US",,BINARY-NET-IPV4
136.51.183.83,16591,"GOOGLE-FIBER, US",,GOOGLE-FIBER
58.110.143.56,4804,"MPX-AS Microplex PTY LTD, AU",AU,OPTUSINTERNET-AU
165.105.225.223,NA,NA,,FIRE-CA
163.224.187.162,NA,NA,JP,HITACHINSNET
220.77.64.56,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
222.50.238.233,NA,NA,CN,CTTNET
39.85.242.46,4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,UNICOM-SD
126.28.134.45,17676,"GIGAINFRA SoftBank Corp., JP",JP,BBTEC
